Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
SPAIN,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,2352.472536,20250930,161
SPAIN,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,366.96772,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Non-Life,R0340,2067.851358,20250930,161
SPAIN,2018 Q3,Net,Non-Life,R0400,12970.156697,20250930,161
SPAIN,2018 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,161
SPAIN,2018 Q3,Gross - Direct Business,Non-Life,R0410,0.864076,20250930,161
SPAIN,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,6.254545,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Non-Life,R0440,14.601461,20250930,161
SPAIN,2018 Q3,Net,Non-Life,R0500,-7.482839,20250930,161
SPAIN,2018 Q3,Expenses incurred,Non-Life,R0550,4997.776411,20250930,161
SPAIN,2018 Q3,Other expenses,Non-Life,R1200,55.658254,20250930,161
SPAIN,2018 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,161
SPAIN,2018 Q3,Total technical expenses,Non-Life,R1300,5053.434666,20250930,161
SPAIN,2018 Q3,Premiums written,Life,R1401,,20250930,161
SPAIN,2018 Q3,Gross,Life,R1410,22784.797412,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Life,R1420,662.200396,20250930,161
SPAIN,2018 Q3,Net,Life,R1500,22122.597016,20250930,161
SPAIN,2018 Q3,Premiums earned,Life,R1501,,20250930,161
SPAIN,2018 Q3,Gross,Life,R1510,22427.103919,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Life,R1520,649.637311,20250930,161
SPAIN,2018 Q3,Net,Life,R1600,21777.466607,20250930,161
SPAIN,2018 Q3,Claims incurred,Life,R1601,,20250930,161
SPAIN,2018 Q3,Gross,Life,R1610,16036.051352,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Life,R1620,314.580394,20250930,161
SPAIN,2018 Q3,Net,Life,R1700,15721.470959,20250930,161
SPAIN,2018 Q3,Changes in other technical provisions,Life,R1701,,20250930,161
SPAIN,2018 Q3,Gross,Life,R1710,-308.588281,20250930,161
SPAIN,2018 Q3,Reinsurers' share,Life,R1720,35.480652,20250930,161
SPAIN,2018 Q3,Net,Life,R1800,-344.068933,20250930,161
SPAIN,2018 Q3,Expenses incurred,Life,R1900,2302.749216,20250930,161
SPAIN,2018 Q3,Other expenses,Life,R2500,134.101194,20250930,161
SPAIN,2018 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,161
SPAIN,2018 Q3,Total technical expenses,Life,R2600,2436.85041,20250930,161
SPAIN,2018 Q3,Net Combined Ratio,Non-Life,Z0001,0.79,20250930,161
SPAIN,2018 Q3,Net Expense Ratio,Non-Life,Z0002,0.22,20250930,161
SPAIN,2018 Q4,Premiums written,Non-Life,R0101,,20250930,155
SPAIN,2018 Q4,Gross - Direct Business,Non-Life,R0110,31993.742787,20250930,155
SPAIN,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,4875.789179,20250930,155
SPAIN,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,738.28305,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Non-Life,R0140,6202.513779,20250930,155
SPAIN,2018 Q4,Net,Non-Life,R0200,31405.301239,20250930,155
SPAIN,2018 Q4,Premiums earned,Non-Life,R0201,,20250930,155
SPAIN,2018 Q4,Gross - Direct Business,Non-Life,R0210,31455.534251,20250930,155
SPAIN,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,5183.543032,20250930,155
SPAIN,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,717.545153,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Non-Life,R0240,6188.342813,20250930,155
SPAIN,2018 Q4,Net,Non-Life,R0300,31168.279623,20250930,155
SPAIN,2018 Q4,Claims incurred,Non-Life,R0301,,20250930,155
SPAIN,2018 Q4,Gross - Direct Business,Non-Life,R0310,16825.86929,20250930,155
SPAIN,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,3374.909992,20250930,155
SPAIN,2018 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,827.494888,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Non-Life,R0340,3192.794883,20250930,155
SPAIN,2018 Q4,Net,Non-Life,R0400,17835.479288,20250930,155
SPAIN,2018 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,155
SPAIN,2018 Q4,Gross - Direct Business,Non-Life,R0410,7.755399,20250930,155
SPAIN,2018 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,13.809771,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Non-Life,R0440,26.534371,20250930,155
SPAIN,2018 Q4,Net,Non-Life,R0500,-4.969201,20250930,155
SPAIN,2018 Q4,Expenses incurred,Non-Life,R0550,8452.611102,20250930,155
SPAIN,2018 Q4,Other expenses,Non-Life,R1200,24.018025,20250930,155
SPAIN,2018 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20250930,155
SPAIN,2018 Q4,Total technical expenses,Non-Life,R1300,8476.629127,20250930,155
SPAIN,2018 Q4,Premiums written,Life,R1401,,20250930,155
SPAIN,2018 Q4,Gross,Life,R1410,30929.794226,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Life,R1420,896.919322,20250930,155
SPAIN,2018 Q4,Net,Life,R1500,30032.874904,20250930,155
SPAIN,2018 Q4,Premiums earned,Life,R1501,,20250930,155
SPAIN,2018 Q4,Gross,Life,R1510,30832.905469,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Life,R1520,6659.002471,20250930,155
SPAIN,2018 Q4,Net,Life,R1600,24173.902998,20250930,155
SPAIN,2018 Q4,Claims incurred,Life,R1601,,20250930,155
SPAIN,2018 Q4,Gross,Life,R1610,21618.258091,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Life,R1620,410.688275,20250930,155
SPAIN,2018 Q4,Net,Life,R1700,21207.569816,20250930,155
SPAIN,2018 Q4,Changes in other technical provisions,Life,R1701,,20250930,155
SPAIN,2018 Q4,Gross,Life,R1710,-337.928041,20250930,155
SPAIN,2018 Q4,Reinsurers' share,Life,R1720,60.990419,20250930,155
SPAIN,2018 Q4,Net,Life,R1800,-398.91846,20250930,155
SPAIN,2018 Q4,Expenses incurred,Life,R1900,3293.590831,20250930,155
SPAIN,2018 Q4,Other expenses,Life,R2500,256.227639,20250930,155
SPAIN,2018 Q4,Balance - other technical expenses/income,Life,R2510,,20250930,155
SPAIN,2018 Q4,Total technical expenses,Life,R2600,3549.81847,20250930,155
SPAIN,2018 Q4,Net Combined Ratio,Non-Life,Z0001,0.84,20250930,155
SPAIN,2018 Q4,Net Expense Ratio,Non-Life,Z0002,0.27,20250930,155
SPAIN,2019 Q1,Premiums written,Non-Life,R0101,,20250930,153
SPAIN,2019 Q1,Gross - Direct Business,Non-Life,R0110,11922.111026,20250930,153
SPAIN,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,1567.294223,20250930,153
SPAIN,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,261.99916,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Non-Life,R0140,2527.513588,20250930,153
SPAIN,2019 Q1,Net,Non-Life,R0200,11223.890821,20250930,153
SPAIN,2019 Q1,Premiums earned,Non-Life,R0201,,20250930,153
SPAIN,2019 Q1,Gross - Direct Business,Non-Life,R0210,7934.335973,20250930,153
SPAIN,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,1226.397368,20250930,153
SPAIN,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,227.433116,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Non-Life,R0240,1663.615164,20250930,153
SPAIN,2019 Q1,Net,Non-Life,R0300,7724.551292,20250930,153
SPAIN,2019 Q1,Claims incurred,Non-Life,R0301,,20250930,153
SPAIN,2019 Q1,Gross - Direct Business,Non-Life,R0310,5004.167747,20250930,153
SPAIN,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,674.8925,20250930,153
SPAIN,2019 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,163.835453,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Non-Life,R0340,810.620756,20250930,153
SPAIN,2019 Q1,Net,Non-Life,R0400,5032.274943,20250930,153
SPAIN,2019 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,153
SPAIN,2019 Q1,Gross - Direct Business,Non-Life,R0410,3.79566,20250930,153
SPAIN,2019 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.217903,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Non-Life,R0440,2.765235,20250930,153
SPAIN,2019 Q1,Net,Non-Life,R0500,1.248328,20250930,153
SPAIN,2019 Q1,Expenses incurred,Non-Life,R0550,2264.997892,20250930,153
SPAIN,2019 Q1,Other expenses,Non-Life,R1200,24.12833,20250930,153
SPAIN,2019 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,153
SPAIN,2019 Q1,Total technical expenses,Non-Life,R1300,2289.126222,20250930,153
SPAIN,2019 Q1,Premiums written,Life,R1401,,20250930,153
SPAIN,2019 Q1,Gross,Life,R1410,8751.362181,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Life,R1420,299.886708,20250930,153
SPAIN,2019 Q1,Net,Life,R1500,8451.475473,20250930,153
SPAIN,2019 Q1,Premiums earned,Life,R1501,,20250930,153
SPAIN,2019 Q1,Gross,Life,R1510,7887.043205,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Life,R1520,234.958973,20250930,153
SPAIN,2019 Q1,Net,Life,R1600,7652.084233,20250930,153
SPAIN,2019 Q1,Claims incurred,Life,R1601,,20250930,153
SPAIN,2019 Q1,Gross,Life,R1610,6323.181025,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Life,R1620,97.370248,20250930,153
SPAIN,2019 Q1,Net,Life,R1700,6225.810777,20250930,153
SPAIN,2019 Q1,Changes in other technical provisions,Life,R1701,,20250930,153
SPAIN,2019 Q1,Gross,Life,R1710,-1110.996695,20250930,153
SPAIN,2019 Q1,Reinsurers' share,Life,R1720,27.974109,20250930,153
SPAIN,2019 Q1,Net,Life,R1800,-1138.970804,20250930,153
SPAIN,2019 Q1,Expenses incurred,Life,R1900,835.470854,20250930,153
SPAIN,2019 Q1,Other expenses,Life,R2500,26.183958,20250930,153
SPAIN,2019 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,153
SPAIN,2019 Q1,Total technical expenses,Life,R2600,861.654812,20250930,153
SPAIN,2019 Q1,Net Combined Ratio,Non-Life,Z0001,0.94,20250930,153
SPAIN,2019 Q1,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,153
SPAIN,2019 Q2,Premiums written,Non-Life,R0101,,20250930,152
SPAIN,2019 Q2,Gross - Direct Business,Non-Life,R0110,19256.801756,20250930,152
SPAIN,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,682.035322,20250930,152
SPAIN,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,60.809419,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Non-Life,R0140,3135.363933,20250930,152
SPAIN,2019 Q2,Net,Non-Life,R0200,16864.282563,20250930,152
SPAIN,2019 Q2,Premiums earned,Non-Life,R0201,,20250930,152
SPAIN,2019 Q2,Gross - Direct Business,Non-Life,R0210,16151.88243,20250930,152
SPAIN,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,638.174418,20250930,152
SPAIN,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,60.776871,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Non-Life,R0240,2424.631598,20250930,152
SPAIN,2019 Q2,Net,Non-Life,R0300,14426.202121,20250930,152
SPAIN,2019 Q2,Claims incurred,Non-Life,R0301,,20250930,152
SPAIN,2019 Q2,Gross - Direct Business,Non-Life,R0310,10286.572671,20250930,152
SPAIN,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,409.268268,20250930,152
SPAIN,2019 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,36.119499,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Non-Life,R0340,1326.138425,20250930,152
SPAIN,2019 Q2,Net,Non-Life,R0400,9405.822013,20250930,152
SPAIN,2019 Q2,Changes in other technical provisions,Non-Life,R0401,,20250930,152
SPAIN,2019 Q2,Gross - Direct Business,Non-Life,R0410,-6.535688,20250930,152
SPAIN,2019 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.20328,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Non-Life,R0440,-1.307914,20250930,152
SPAIN,2019 Q2,Net,Non-Life,R0500,-5.024494,20250930,152
SPAIN,2019 Q2,Expenses incurred,Non-Life,R0550,4083.88917,20250930,152
SPAIN,2019 Q2,Other expenses,Non-Life,R1200,34.480699,20250930,152
SPAIN,2019 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,152
SPAIN,2019 Q2,Total technical expenses,Non-Life,R1300,4118.369869,20250930,152
SPAIN,2019 Q2,Premiums written,Life,R1401,,20250930,152
SPAIN,2019 Q2,Gross,Life,R1410,15534.107156,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Life,R1420,481.828333,20250930,152
SPAIN,2019 Q2,Net,Life,R1500,15052.278823,20250930,152
SPAIN,2019 Q2,Premiums earned,Life,R1501,,20250930,152
SPAIN,2019 Q2,Gross,Life,R1510,14896.536541,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Life,R1520,432.032115,20250930,152
SPAIN,2019 Q2,Net,Life,R1600,14464.504426,20250930,152
SPAIN,2019 Q2,Claims incurred,Life,R1601,,20250930,152
SPAIN,2019 Q2,Gross,Life,R1610,12207.065322,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Life,R1620,192.011891,20250930,152
SPAIN,2019 Q2,Net,Life,R1700,12015.053431,20250930,152
SPAIN,2019 Q2,Changes in other technical provisions,Life,R1701,,20250930,152
SPAIN,2019 Q2,Gross,Life,R1710,-1645.365089,20250930,152
SPAIN,2019 Q2,Reinsurers' share,Life,R1720,36.188237,20250930,152
SPAIN,2019 Q2,Net,Life,R1800,-1681.553327,20250930,152
SPAIN,2019 Q2,Expenses incurred,Life,R1900,1689.829949,20250930,152
SPAIN,2019 Q2,Other expenses,Life,R2500,49.078558,20250930,152
SPAIN,2019 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,152
SPAIN,2019 Q2,Total technical expenses,Life,R2600,1738.908507,20250930,152
SPAIN,2019 Q2,Net Combined Ratio,Non-Life,Z0001,0.94,20250930,152
SPAIN,2019 Q2,Net Expense Ratio,Non-Life,Z0002,0.28,20250930,152
SPAIN,2019 Q3,Premiums written,Non-Life,R0101,,20250930,150
SPAIN,2019 Q3,Gross - Direct Business,Non-Life,R0110,25605.629744,20250930,150
SPAIN,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,3789.211385,20250930,150
SPAIN,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,686.554021,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Non-Life,R0140,5820.02721,20250930,150
SPAIN,2019 Q3,Net,Non-Life,R0200,24261.36794,20250930,150
SPAIN,2019 Q3,Premiums earned,Non-Life,R0201,,20250930,150
SPAIN,2019 Q3,Gross - Direct Business,Non-Life,R0210,24142.442438,20250930,150
SPAIN,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,3650.237954,20250930,150
SPAIN,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,618.23554,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Non-Life,R0240,5089.53769,20250930,150
SPAIN,2019 Q3,Net,Non-Life,R0300,23321.378241,20250930,150
SPAIN,2019 Q3,Claims incurred,Non-Life,R0301,,20250930,150
SPAIN,2019 Q3,Gross - Direct Business,Non-Life,R0310,15324.753842,20250930,150
SPAIN,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,2158.025308,20250930,150
SPAIN,2019 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,457.710188,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Non-Life,R0340,2868.617611,20250930,150
SPAIN,2019 Q3,Net,Non-Life,R0400,15071.871727,20250930,150
SPAIN,2019 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,150
SPAIN,2019 Q3,Gross - Direct Business,Non-Life,R0410,35.931092,20250930,150
SPAIN,2019 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.142955,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Non-Life,R0440,0.301314,20250930,150
SPAIN,2019 Q3,Net,Non-Life,R0500,35.486824,20250930,150
SPAIN,2019 Q3,Expenses incurred,Non-Life,R0550,6765.184041,20250930,150
SPAIN,2019 Q3,Other expenses,Non-Life,R1200,48.791,20250930,150
SPAIN,2019 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,150
SPAIN,2019 Q3,Total technical expenses,Non-Life,R1300,6813.975041,20250930,150
SPAIN,2019 Q3,Premiums written,Life,R1401,,20250930,150
SPAIN,2019 Q3,Gross,Life,R1410,22030.858884,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Life,R1420,662.093532,20250930,150
SPAIN,2019 Q3,Net,Life,R1500,21368.765351,20250930,150
SPAIN,2019 Q3,Premiums earned,Life,R1501,,20250930,150
SPAIN,2019 Q3,Gross,Life,R1510,21709.139666,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Life,R1520,649.849401,20250930,150
SPAIN,2019 Q3,Net,Life,R1600,21059.290265,20250930,150
SPAIN,2019 Q3,Claims incurred,Life,R1601,,20250930,150
SPAIN,2019 Q3,Gross,Life,R1610,17942.937826,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Life,R1620,285.789437,20250930,150
SPAIN,2019 Q3,Net,Life,R1700,17657.148389,20250930,150
SPAIN,2019 Q3,Changes in other technical provisions,Life,R1701,,20250930,150
SPAIN,2019 Q3,Gross,Life,R1710,-2195.249435,20250930,150
SPAIN,2019 Q3,Reinsurers' share,Life,R1720,42.45335,20250930,150
SPAIN,2019 Q3,Net,Life,R1800,-2237.702785,20250930,150
SPAIN,2019 Q3,Expenses incurred,Life,R1900,2612.15695,20250930,150
SPAIN,2019 Q3,Other expenses,Life,R2500,90.178274,20250930,150
SPAIN,2019 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,150
SPAIN,2019 Q3,Total technical expenses,Life,R2600,2702.335224,20250930,150
SPAIN,2019 Q3,Net Combined Ratio,Non-Life,Z0001,0.94,20250930,150
SPAIN,2019 Q3,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,150
SPAIN,2019 Q4,Premiums written,Non-Life,R0101,,20250930,147
SPAIN,2019 Q4,Gross - Direct Business,Non-Life,R0110,33047.456595,20250930,147
SPAIN,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,5018.725668,20250930,147
SPAIN,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,857.629133,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Non-Life,R0140,7105.014733,20250930,147
SPAIN,2019 Q4,Net,Non-Life,R0200,31818.796662,20250930,147
SPAIN,2019 Q4,Premiums earned,Non-Life,R0201,,20250930,147
SPAIN,2019 Q4,Gross - Direct Business,Non-Life,R0210,32584.391609,20250930,147
SPAIN,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,4887.42548,20250930,147
SPAIN,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,853.287841,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Non-Life,R0240,6852.806133,20250930,147
SPAIN,2019 Q4,Net,Non-Life,R0300,31472.298797,20250930,147
SPAIN,2019 Q4,Claims incurred,Non-Life,R0301,,20250930,147
SPAIN,2019 Q4,Gross - Direct Business,Non-Life,R0310,21078.161525,20250930,147
SPAIN,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,3182.769071,20250930,147
SPAIN,2019 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,742.0958,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Non-Life,R0340,4284.79538,20250930,147
SPAIN,2019 Q4,Net,Non-Life,R0400,20718.231016,20250930,147
SPAIN,2019 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,147
SPAIN,2019 Q4,Gross - Direct Business,Non-Life,R0410,15.634306,20250930,147
SPAIN,2019 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.06394,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Non-Life,R0440,-0.150922,20250930,147
SPAIN,2019 Q4,Net,Non-Life,R0500,15.721288,20250930,147
SPAIN,2019 Q4,Expenses incurred,Non-Life,R0550,9156.261073,20250930,147
SPAIN,2019 Q4,Other expenses,Non-Life,R1200,78.427062,20250930,147
SPAIN,2019 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20250930,147
SPAIN,2019 Q4,Total technical expenses,Non-Life,R1300,9234.688135,20250930,147
SPAIN,2019 Q4,Premiums written,Life,R1401,,20250930,147
SPAIN,2019 Q4,Gross,Life,R1410,29317.690756,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Life,R1420,853.754321,20250930,147
SPAIN,2019 Q4,Net,Life,R1500,28463.936436,20250930,147
SPAIN,2019 Q4,Premiums earned,Life,R1501,,20250930,147
SPAIN,2019 Q4,Gross,Life,R1510,29562.225357,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Life,R1520,863.362855,20250930,147
SPAIN,2019 Q4,Net,Life,R1600,28698.862502,20250930,147
SPAIN,2019 Q4,Claims incurred,Life,R1601,,20250930,147
SPAIN,2019 Q4,Gross,Life,R1610,26418.963494,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Life,R1620,388.082758,20250930,147
SPAIN,2019 Q4,Net,Life,R1700,26030.880736,20250930,147
SPAIN,2019 Q4,Changes in other technical provisions,Life,R1701,,20250930,147
SPAIN,2019 Q4,Gross,Life,R1710,-1931.67165,20250930,147
SPAIN,2019 Q4,Reinsurers' share,Life,R1720,53.309683,20250930,147
SPAIN,2019 Q4,Net,Life,R1800,-1984.981333,20250930,147
SPAIN,2019 Q4,Expenses incurred,Life,R1900,3511.111302,20250930,147
SPAIN,2019 Q4,Other expenses,Life,R2500,129.397547,20250930,147
SPAIN,2019 Q4,Balance - other technical expenses/income,Life,R2510,,20250930,147
SPAIN,2019 Q4,Total technical expenses,Life,R2600,3640.50885,20250930,147
SPAIN,2019 Q4,Net Combined Ratio,Non-Life,Z0001,0.95,20250930,147
SPAIN,2019 Q4,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,147
SPAIN,2020 Q1,Premiums written,Non-Life,R0101,,20250930,149
SPAIN,2020 Q1,Gross - Direct Business,Non-Life,R0110,12238.525121,20250930,149
SPAIN,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,1380.821997,20250930,149
SPAIN,2020 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,264.018431,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Non-Life,R0140,2384.673752,20250930,149
SPAIN,2020 Q1,Net,Non-Life,R0200,11498.691798,20250930,149
SPAIN,2020 Q1,Premiums earned,Non-Life,R0201,,20250930,149
SPAIN,2020 Q1,Gross - Direct Business,Non-Life,R0210,8304.129471,20250930,149
SPAIN,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,1213.574335,20250930,149
SPAIN,2020 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,233.873699,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Non-Life,R0240,1765.858421,20250930,149
SPAIN,2020 Q1,Net,Non-Life,R0300,7985.719085,20250930,149
SPAIN,2020 Q1,Claims incurred,Non-Life,R0301,,20250930,149
SPAIN,2020 Q1,Gross - Direct Business,Non-Life,R0310,5451.13229,20250930,149
SPAIN,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,869.395374,20250930,149
SPAIN,2020 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,173.555696,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Non-Life,R0340,1318.163749,20250930,149
SPAIN,2020 Q1,Net,Non-Life,R0400,5175.919612,20250930,149
SPAIN,2020 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,149
SPAIN,2020 Q1,Gross - Direct Business,Non-Life,R0410,3.797408,20250930,149
SPAIN,2020 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.512367,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Non-Life,R0440,1.018058,20250930,149
SPAIN,2020 Q1,Net,Non-Life,R0500,3.291717,20250930,149
SPAIN,2020 Q1,Expenses incurred,Non-Life,R0550,2347.338579,20250930,149
SPAIN,2020 Q1,Other expenses,Non-Life,R1200,57.078262,20250930,149
SPAIN,2020 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,149
SPAIN,2020 Q1,Total technical expenses,Non-Life,R1300,2404.416841,20250930,149
SPAIN,2020 Q1,Premiums written,Life,R1401,,20250930,149
SPAIN,2020 Q1,Gross,Life,R1410,7365.256988,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Life,R1420,304.493065,20250930,149
SPAIN,2020 Q1,Net,Life,R1500,7060.763924,20250930,149
SPAIN,2020 Q1,Premiums earned,Life,R1501,,20250930,149
SPAIN,2020 Q1,Gross,Life,R1510,6492.156517,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Life,R1520,234.197193,20250930,149
SPAIN,2020 Q1,Net,Life,R1600,6257.959324,20250930,149
SPAIN,2020 Q1,Claims incurred,Life,R1601,,20250930,149
SPAIN,2020 Q1,Gross,Life,R1610,6805.869674,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Life,R1620,93.782141,20250930,149
SPAIN,2020 Q1,Net,Life,R1700,6712.087534,20250930,149
SPAIN,2020 Q1,Changes in other technical provisions,Life,R1701,,20250930,149
SPAIN,2020 Q1,Gross,Life,R1710,478.4191,20250930,149
SPAIN,2020 Q1,Reinsurers' share,Life,R1720,25.062246,20250930,149
SPAIN,2020 Q1,Net,Life,R1800,453.356854,20250930,149
SPAIN,2020 Q1,Expenses incurred,Life,R1900,1014.50987,20250930,149
SPAIN,2020 Q1,Other expenses,Life,R2500,374.828769,20250930,149
SPAIN,2020 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,149
SPAIN,2020 Q1,Total technical expenses,Life,R2600,1389.338639,20250930,149
SPAIN,2020 Q1,Net Combined Ratio,Non-Life,Z0001,0.94,20250930,149
SPAIN,2020 Q1,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,149
SPAIN,2020 Q2,Premiums written,Non-Life,R0101,,20250930,149
SPAIN,2020 Q2,Gross - Direct Business,Non-Life,R0110,19297.913733,20250930,149
SPAIN,2020 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,2676.492074,20250930,149
SPAIN,2020 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,563.08458,20250930,149
SPAIN,2020 Q2,Reinsurers' share,Non-Life,R0140,4313.142648,20250930,149
SPAIN,2020 Q2,Net,Non-Life,R0200,18224.347739,20250930,149
SPAIN,2020 Q2,Premiums earned,Non-Life,R0201,,20250930,149
SPAIN,2020 Q2,Gross - Direct Business,Non-Life,R0210,16392.33254,20250930,149
SPAIN,2020 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,2511.937638,20250930,149
